Travel Mode,Purpose,Public Mode,Vehicle,Month,Unit,Quantity,Day,Month,Year
Waterway,Bangkok ,Public,เรือข้ามฟากเจ้าพระยา,3-Sep-22,Person,"15,772",3,Sep,2022
Waterway,Bangkok ,Public,เรือไฟฟ้าเจ้าพระยา,3-Sep-22,Person,"1,714",3,Sep,2022
Waterway,Bangkok ,Public,เรือภูมิภาค,3-Sep-22,Person,"101,109",3,Sep,2022
Rail,Provincial ,Public,Train,3-Sep-22,Person,"54,262",3,Sep,2022
Rail,Bangkok ,Public,Blue Line MRT,3-Sep-22,Person,"237,660",3,Sep,2022
Rail,Bangkok ,Public,Purple Line MRT,3-Sep-22,Person,"27,882",3,Sep,2022
Rail,Bangkok ,Public,Airport Rail Link,3-Sep-22,Person,"45,681",3,Sep,2022
Rail,Bangkok ,Public,BTS Skytrain,3-Sep-22,Person,"572,420",3,Sep,2022
Rail,Bangkok ,Public, Red Line Train,3-Sep-22,Person,"12,163",3,Sep,2022
Road ,Provincial ,Public,รถ ขบส. และ รถร่วม,4-Sep-22,Person,"47,731",4,Sep,2022
Road ,Provincial ,Public,รถหมวด 3,4-Sep-22,Person,"3,710",4,Sep,2022
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (10 จุดสำรวจ),4-Sep-22,Unit,"861,813",4,Sep,2022
Road ,Provincial ,Private,รถยนต์ทุกประเภท (10 จุดสำรวจ),4-Sep-22,Unit,"964,822",4,Sep,2022
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (ทางด่วน),4-Sep-22,Unit,"1,393,504",4,Sep,2022
Road ,Provincial ,Private,รถยนต์ทุกประเภท (ทางด่วน),4-Sep-22,Unit,"1,419,093",4,Sep,2022
Road ,Bangkok ,Public,รถหมวด 4,4-Sep-22,Person,826,4,Sep,2022
Road ,Bangkok ,Public,รถเมล์ ขสมก.,4-Sep-22,Person,"518,182",4,Sep,2022
Road ,Bangkok ,Public,รถร่วม (หมวด 1),4-Sep-22,Person,"64,800",4,Sep,2022
Road ,Bangkok ,Public,รถเอกชนเส้นปฏิรูป (หมวด 1),4-Sep-22,Person,"131,003",4,Sep,2022
Waterway,Bangkok ,Public,เรือด่วนเจ้าพระยา,4-Sep-22,Person,"2,098",4,Sep,2022
Waterway,Bangkok ,Public,เรือคลองแสนแสบ,4-Sep-22,Person,"4,765",4,Sep,2022
Waterway,Bangkok ,Public,เรือข้ามฟากเจ้าพระยา,4-Sep-22,Person,"15,082",4,Sep,2022
Waterway,Bangkok ,Public,เรือไฟฟ้าเจ้าพระยา,4-Sep-22,Person,"1,708",4,Sep,2022
Waterway,Bangkok ,Public,เรือภูมิภาค,4-Sep-22,Person,"89,340",4,Sep,2022
Rail,Provincial ,Public,Train,4-Sep-22,Person,"57,157",4,Sep,2022
Rail,Bangkok ,Public,Blue Line MRT,4-Sep-22,Person,"182,644",4,Sep,2022
Rail,Bangkok ,Public,Purple Line MRT,4-Sep-22,Person,"21,561",4,Sep,2022
Rail,Bangkok ,Public,Airport Rail Link,4-Sep-22,Person,"39,895",4,Sep,2022
Rail,Bangkok ,Public,BTS Skytrain,4-Sep-22,Person,"474,015",4,Sep,2022
Rail,Bangkok ,Public, Red Line Train,4-Sep-22,Person,"11,369",4,Sep,2022
Road ,Provincial ,Public,รถ ขบส. และ รถร่วม,5-Sep-22,Person,"47,239",5,Sep,2022
Road ,Provincial ,Public,รถหมวด 3,5-Sep-22,Person,"4,575",5,Sep,2022
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (10 จุดสำรวจ),5-Sep-22,Unit,"800,270",5,Sep,2022
Road ,Provincial ,Private,รถยนต์ทุกประเภท (10 จุดสำรวจ),5-Sep-22,Unit,"954,861",5,Sep,2022
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (ทางด่วน),5-Sep-22,Unit,"1,653,961",5,Sep,2022
Road ,Provincial ,Private,รถยนต์ทุกประเภท (ทางด่วน),5-Sep-22,Unit,"1,711,528",5,Sep,2022
Road ,Bangkok ,Public,รถหมวด 4,5-Sep-22,Person,707,5,Sep,2022
Road ,Bangkok ,Public,รถเมล์ ขสมก.,5-Sep-22,Person,"724,434",5,Sep,2022
Road ,Bangkok ,Public,รถร่วม (หมวด 1),5-Sep-22,Person,"92,360",5,Sep,2022
Road ,Bangkok ,Public,รถเอกชนเส้นปฏิรูป (หมวด 1),5-Sep-22,Person,"216,358",5,Sep,2022
Waterway,Bangkok ,Public,เรือด่วนเจ้าพระยา,5-Sep-22,Person,"9,143",5,Sep,2022
Waterway,Bangkok ,Public,เรือคลองแสนแสบ,5-Sep-22,Person,"20,479",5,Sep,2022
Waterway,Bangkok ,Public,เรือข้ามฟากเจ้าพระยา,5-Sep-22,Person,"19,393",5,Sep,2022
Waterway,Bangkok ,Public,เรือไฟฟ้าเจ้าพระยา,5-Sep-22,Person,"2,563",5,Sep,2022
Waterway,Bangkok ,Public,เรือภูมิภาค,5-Sep-22,Person,"96,046",5,Sep,2022
Rail,Provincial ,Public,Train,5-Sep-22,Person,"57,345",5,Sep,2022
Rail,Bangkok ,Public,Blue Line MRT,5-Sep-22,Person,"337,348",5,Sep,2022
Rail,Bangkok ,Public,Purple Line MRT,5-Sep-22,Person,"43,893",5,Sep,2022
Rail,Bangkok ,Public,Airport Rail Link,5-Sep-22,Person,"59,573",5,Sep,2022
Rail,Bangkok ,Public,BTS Skytrain,5-Sep-22,Person,"699,529",5,Sep,2022
Rail,Bangkok ,Public, Red Line Train,5-Sep-22,Person,"17,170",5,Sep,2022
Road ,Provincial ,Public,รถ ขบส. และ รถร่วม,6-Sep-22,Person,"42,615",6,Sep,2022
Road ,Provincial ,Public,รถหมวด 3,6-Sep-22,Person,"4,618",6,Sep,2022
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (10 จุดสำรวจ),6-Sep-22,Unit,"742,322",6,Sep,2022
Road ,Provincial ,Private,รถยนต์ทุกประเภท (10 จุดสำรวจ),6-Sep-22,Unit,"902,268",6,Sep,2022
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (ทางด่วน),6-Sep-22,Unit,"1,686,591",6,Sep,2022
Road ,Provincial ,Private,รถยนต์ทุกประเภท (ทางด่วน),6-Sep-22,Unit,"1,747,500",6,Sep,2022
Road ,Bangkok ,Public,รถหมวด 4,6-Sep-22,Person,962,6,Sep,2022
Road ,Bangkok ,Public,รถเมล์ ขสมก.,6-Sep-22,Person,"721,554",6,Sep,2022
Road ,Bangkok ,Public,รถร่วม (หมวด 1),6-Sep-22,Person,"91,270",6,Sep,2022
Road ,Bangkok ,Public,รถเอกชนเส้นปฏิรูป (หมวด 1),6-Sep-22,Person,"210,907",6,Sep,2022
Waterway,Bangkok ,Public,เรือด่วนเจ้าพระยา,6-Sep-22,Person,"9,478",6,Sep,2022
Waterway,Bangkok ,Public,เรือคลองแสนแสบ,6-Sep-22,Person,"20,709",6,Sep,2022
Waterway,Bangkok ,Public,เรือข้ามฟากเจ้าพระยา,6-Sep-22,Person,"18,799",6,Sep,2022
Waterway,Bangkok ,Public,เรือไฟฟ้าเจ้าพระยา,6-Sep-22,Person,"2,610",6,Sep,2022
Waterway,Bangkok ,Public,เรือภูมิภาค,6-Sep-22,Person,"90,388",6,Sep,2022
Rail,Provincial ,Public,Train,6-Sep-22,Person,"53,395",6,Sep,2022
Rail,Bangkok ,Public,Blue Line MRT,6-Sep-22,Person,"361,814",6,Sep,2022
Rail,Bangkok ,Public,Purple Line MRT,6-Sep-22,Person,"47,672",6,Sep,2022
Rail,Bangkok ,Public,Airport Rail Link,6-Sep-22,Person,"61,189",6,Sep,2022
Rail,Bangkok ,Public,BTS Skytrain,6-Sep-22,Person,"731,696",6,Sep,2022
Rail,Bangkok ,Public, Red Line Train,6-Sep-22,Person,"19,260",6,Sep,2022
Road ,Provincial ,Public,รถ ขบส. และ รถร่วม,7-Sep-22,Person,"41,676",7,Sep,2022
Road ,Provincial ,Public,รถหมวด 3,7-Sep-22,Person,"4,176",7,Sep,2022
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (10 จุดสำรวจ),7-Sep-22,Unit,"745,611",7,Sep,2022
Road ,Provincial ,Private,รถยนต์ทุกประเภท (10 จุดสำรวจ),7-Sep-22,Unit,"909,201",7,Sep,2022
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (ทางด่วน),7-Sep-22,Unit,"1,675,434",7,Sep,2022
Road ,Provincial ,Private,รถยนต์ทุกประเภท (ทางด่วน),7-Sep-22,Unit,"1,735,717",7,Sep,2022
Road ,Bangkok ,Public,รถหมวด 4,7-Sep-22,Person,825,7,Sep,2022
Road ,Bangkok ,Public,รถเมล์ ขสมก.,7-Sep-22,Person,"702,875",7,Sep,2022
Road ,Bangkok ,Public,รถร่วม (หมวด 1),7-Sep-22,Person,"92,565",7,Sep,2022
Road ,Bangkok ,Public,รถเอกชนเส้นปฏิรูป (หมวด 1),7-Sep-22,Person,"215,956",7,Sep,2022
Waterway,Bangkok ,Public,เรือด่วนเจ้าพระยา,7-Sep-22,Person,"9,499",7,Sep,2022
Waterway,Bangkok ,Public,เรือคลองแสนแสบ,7-Sep-22,Person,"20,579",7,Sep,2022
Waterway,Bangkok ,Public,เรือข้ามฟากเจ้าพระยา,7-Sep-22,Person,"19,872",7,Sep,2022
Waterway,Bangkok ,Public,เรือไฟฟ้าเจ้าพระยา,7-Sep-22,Person,"2,591",7,Sep,2022
Waterway,Bangkok ,Public,เรือภูมิภาค,7-Sep-22,Person,"85,280",7,Sep,2022
Rail,Provincial ,Public,Train,7-Sep-22,Person,"51,224",7,Sep,2022
Rail,Bangkok ,Public,Blue Line MRT,7-Sep-22,Person,"371,535",7,Sep,2022
Rail,Bangkok ,Public,Purple Line MRT,7-Sep-22,Person,"49,355",7,Sep,2022
Rail,Bangkok ,Public,Airport Rail Link,7-Sep-22,Person,"60,159",7,Sep,2022
Rail,Bangkok ,Public,BTS Skytrain,7-Sep-22,Person,"714,997",7,Sep,2022
Rail,Bangkok ,Public, Red Line Train,7-Sep-22,Person,"18,223",7,Sep,2022
Road ,Provincial ,Public,รถ ขบส. และ รถร่วม,8-Sep-22,Person,"42,359",8,Sep,2022
Road ,Provincial ,Public,รถหมวด 3,8-Sep-22,Person,"3,706",8,Sep,2022
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (10 จุดสำรวจ),8-Sep-22,Unit,"721,528",8,Sep,2022
Road ,Provincial ,Private,รถยนต์ทุกประเภท (10 จุดสำรวจ),8-Sep-22,Unit,"890,722",8,Sep,2022
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (ทางด่วน),8-Sep-22,Unit,"1,708,890",8,Sep,2022
Road ,Provincial ,Private,รถยนต์ทุกประเภท (ทางด่วน),8-Sep-22,Unit,"1,770,841",8,Sep,2022
Road ,Bangkok ,Public,รถหมวด 4,8-Sep-22,Person,729,8,Sep,2022
Road ,Bangkok ,Public,รถเมล์ ขสมก.,8-Sep-22,Person,"688,592",8,Sep,2022
Road ,Bangkok ,Public,รถร่วม (หมวด 1),8-Sep-22,Person,"92,660",8,Sep,2022
Road ,Bangkok ,Public,รถเอกชนเส้นปฏิรูป (หมวด 1),8-Sep-22,Person,"208,385",8,Sep,2022
Waterway,Bangkok ,Public,เรือด่วนเจ้าพระยา,8-Sep-22,Person,"9,658",8,Sep,2022
Waterway,Bangkok ,Public,เรือคลองแสนแสบ,8-Sep-22,Person,"20,627",8,Sep,2022
Waterway,Bangkok ,Public,เรือข้ามฟากเจ้าพระยา,8-Sep-22,Person,"20,002",8,Sep,2022
Waterway,Bangkok ,Public,เรือไฟฟ้าเจ้าพระยา,8-Sep-22,Person,"2,687",8,Sep,2022
Waterway,Bangkok ,Public,เรือภูมิภาค,8-Sep-22,Person,"94,728",8,Sep,2022
Rail,Provincial ,Public,Train,8-Sep-22,Person,"53,671",8,Sep,2022
Rail,Bangkok ,Public,Blue Line MRT,8-Sep-22,Person,"374,311",8,Sep,2022
Rail,Bangkok ,Public,Purple Line MRT,8-Sep-22,Person,"49,001",8,Sep,2022
Rail,Bangkok ,Public,Airport Rail Link,8-Sep-22,Person,"64,814",8,Sep,2022
Rail,Bangkok ,Public,BTS Skytrain,8-Sep-22,Person,"733,731",8,Sep,2022
Rail,Bangkok ,Public, Red Line Train,8-Sep-22,Person,"22,885",8,Sep,2022
Road ,Provincial ,Public,รถ ขบส. และ รถร่วม,9-Sep-22,Person,"46,429",9,Sep,2022
Road ,Provincial ,Public,รถหมวด 3,9-Sep-22,Person,"4,819",9,Sep,2022
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (10 จุดสำรวจ),9-Sep-22,Unit,"817,420",9,Sep,2022
Road ,Provincial ,Private,รถยนต์ทุกประเภท (10 จุดสำรวจ),9-Sep-22,Unit,"984,087",9,Sep,2022
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (ทางด่วน),9-Sep-22,Unit,"1,760,368",9,Sep,2022
Road ,Provincial ,Private,รถยนต์ทุกประเภท (ทางด่วน),9-Sep-22,Unit,"1,823,081",9,Sep,2022
Road ,Bangkok ,Public,รถหมวด 4,9-Sep-22,Person,922,9,Sep,2022
Road ,Bangkok ,Public,รถเมล์ ขสมก.,9-Sep-22,Person,"712,980",9,Sep,2022
Road ,Bangkok ,Public,รถร่วม (หมวด 1),9-Sep-22,Person,"94,050",9,Sep,2022
Road ,Bangkok ,Public,รถเอกชนเส้นปฏิรูป (หมวด 1),9-Sep-22,Person,"213,544",9,Sep,2022
Waterway,Bangkok ,Public,เรือด่วนเจ้าพระยา,9-Sep-22,Person,"10,628",9,Sep,2022
Waterway,Bangkok ,Public,เรือคลองแสนแสบ,9-Sep-22,Person,"20,571",9,Sep,2022
Waterway,Bangkok ,Public,เรือข้ามฟากเจ้าพระยา,9-Sep-22,Person,"18,442",9,Sep,2022
Waterway,Bangkok ,Public,เรือไฟฟ้าเจ้าพระยา,9-Sep-22,Person,"2,563",9,Sep,2022
Waterway,Bangkok ,Public,เรือภูมิภาค,9-Sep-22,Person,"103,743",9,Sep,2022
Rail,Provincial ,Public,Train,9-Sep-22,Person,"64,485",9,Sep,2022
Rail,Bangkok ,Public,Blue Line MRT,9-Sep-22,Person,"385,281",9,Sep,2022
Rail,Bangkok ,Public,Purple Line MRT,9-Sep-22,Person,"49,795",9,Sep,2022
Rail,Bangkok ,Public,Airport Rail Link,9-Sep-22,Person,"64,552",9,Sep,2022
Rail,Bangkok ,Public,BTS Skytrain,9-Sep-22,Person,"760,856",9,Sep,2022
Rail,Bangkok ,Public, Red Line Train,9-Sep-22,Person,"19,341",9,Sep,2022
Road ,Provincial ,Public,รถ ขบส. และ รถร่วม,10-Sep-22,Person,"46,358",10,Sep,2022
Road ,Provincial ,Public,รถหมวด 3,10-Sep-22,Person,"4,123",10,Sep,2022
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (10 จุดสำรวจ),10-Sep-22,Unit,"812,283",10,Sep,2022
Road ,Provincial ,Private,รถยนต์ทุกประเภท (10 จุดสำรวจ),10-Sep-22,Unit,"959,349",10,Sep,2022
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (ทางด่วน),10-Sep-22,Unit,"1,517,288",10,Sep,2022
Road ,Provincial ,Private,รถยนต์ทุกประเภท (ทางด่วน),10-Sep-22,Unit,"1,564,221",10,Sep,2022
Road ,Bangkok ,Public,รถหมวด 4,10-Sep-22,Person,639,10,Sep,2022
Road ,Bangkok ,Public,รถเมล์ ขสมก.,10-Sep-22,Person,"542,629",10,Sep,2022
Road ,Bangkok ,Public,รถร่วม (หมวด 1),10-Sep-22,Person,"65,175",10,Sep,2022
Road ,Bangkok ,Public,รถเอกชนเส้นปฏิรูป (หมวด 1),10-Sep-22,Person,"142,526",10,Sep,2022
Waterway,Bangkok ,Public,เรือด่วนเจ้าพระยา,10-Sep-22,Person,"3,417",10,Sep,2022
Waterway,Bangkok ,Public,เรือคลองแสนแสบ,10-Sep-22,Person,"7,103",10,Sep,2022
Waterway,Bangkok ,Public,เรือข้ามฟากเจ้าพระยา,10-Sep-22,Person,"15,622",10,Sep,2022
Waterway,Bangkok ,Public,เรือไฟฟ้าเจ้าพระยา,10-Sep-22,Person,"1,710",10,Sep,2022
Waterway,Bangkok ,Public,เรือภูมิภาค,10-Sep-22,Person,"103,080",10,Sep,2022
Rail,Provincial ,Public,Train,10-Sep-22,Person,"51,477",10,Sep,2022
Rail,Bangkok ,Public,Blue Line MRT,10-Sep-22,Person,"247,248",10,Sep,2022
Rail,Bangkok ,Public,Purple Line MRT,10-Sep-22,Person,"28,413",10,Sep,2022
Rail,Bangkok ,Public,Airport Rail Link,10-Sep-22,Person,"45,851",10,Sep,2022
Rail,Bangkok ,Public,BTS Skytrain,10-Sep-22,Person,"550,594",10,Sep,2022
Rail,Bangkok ,Public, Red Line Train,10-Sep-22,Person,"11,771",10,Sep,2022
Road ,Provincial ,Public,รถ ขบส. และ รถร่วม,11-Sep-22,Person,"46,773",11,Sep,2022
Road ,Provincial ,Public,รถหมวด 3,11-Sep-22,Person,"3,514",11,Sep,2022
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (10 จุดสำรวจ),11-Sep-22,Unit,"810,329",11,Sep,2022
Road ,Provincial ,Private,รถยนต์ทุกประเภท (10 จุดสำรวจ),11-Sep-22,Unit,"909,176",11,Sep,2022
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (ทางด่วน),11-Sep-22,Unit,"1,303,610",11,Sep,2022
Road ,Provincial ,Private,รถยนต์ทุกประเภท (ทางด่วน),11-Sep-22,Unit,"1,328,656",11,Sep,2022
Road ,Bangkok ,Public,รถหมวด 4,11-Sep-22,Person,599,11,Sep,2022
Road ,Bangkok ,Public,รถเมล์ ขสมก.,11-Sep-22,Person,"514,056",11,Sep,2022
Road ,Bangkok ,Public,รถร่วม (หมวด 1),11-Sep-22,Person,"63,975",11,Sep,2022
Road ,Bangkok ,Public,รถเอกชนเส้นปฏิรูป (หมวด 1),11-Sep-22,Person,"118,946",11,Sep,2022
Waterway,Bangkok ,Public,เรือด่วนเจ้าพระยา,11-Sep-22,Person,"1,974",11,Sep,2022
Waterway,Bangkok ,Public,เรือคลองแสนแสบ,11-Sep-22,Person,"4,951",11,Sep,2022
Waterway,Bangkok ,Public,เรือข้ามฟากเจ้าพระยา,11-Sep-22,Person,"14,965",11,Sep,2022
Waterway,Bangkok ,Public,เรือไฟฟ้าเจ้าพระยา,11-Sep-22,Person,"1,820",11,Sep,2022
Waterway,Bangkok ,Public,เรือภูมิภาค,11-Sep-22,Person,"98,582",11,Sep,2022
Rail,Provincial ,Public,Train,11-Sep-22,Person,"55,606",11,Sep,2022
Rail,Bangkok ,Public,Blue Line MRT,11-Sep-22,Person,"190,011",11,Sep,2022
Rail,Bangkok ,Public,Purple Line MRT,11-Sep-22,Person,"21,827",11,Sep,2022
Rail,Bangkok ,Public,Airport Rail Link,11-Sep-22,Person,"37,747",11,Sep,2022
Rail,Bangkok ,Public,BTS Skytrain,11-Sep-22,Person,"447,709",11,Sep,2022
Rail,Bangkok ,Public, Red Line Train,11-Sep-22,Person,"10,565",11,Sep,2022
Road ,Provincial ,Public,รถ ขบส. และ รถร่วม,12-Sep-22,Person,"46,098",12,Sep,2022
Road ,Provincial ,Public,รถหมวด 3,12-Sep-22,Person,"5,768",12,Sep,2022
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (10 จุดสำรวจ),12-Sep-22,Unit,"777,352",12,Sep,2022
Road ,Provincial ,Private,รถยนต์ทุกประเภท (10 จุดสำรวจ),12-Sep-22,Unit,"937,301",12,Sep,2022
Road ,Provincial ,Private,รถยนต์เฉพาะ 4 ล้อ (ทางด่วน),12-Sep-22,Unit,"1,612,324",12,Sep,2022
Road ,Provincial ,Private,รถยนต์ทุกประเภท (ทางด่วน),12-Sep-22,Unit,"1,670,894",12,Sep,2022
Road ,Bangkok ,Public,รถหมวด 4,12-Sep-22,Person,837,12,Sep,2022
Road ,Bangkok ,Public,รถเมล์ ขสมก.,12-Sep-22,Person,"684,697",12,Sep,2022
Road ,Bangkok ,Public,รถร่วม (หมวด 1),12-Sep-22,Person,"92,865",12,Sep,2022
Road ,Bangkok ,Public,รถเอกชนเส้นปฏิรูป (หมวด 1),12-Sep-22,Person,"205,686",12,Sep,2022
Waterway,Bangkok ,Public,เรือด่วนเจ้าพระยา,12-Sep-22,Person,"9,623",12,Sep,2022
Waterway,Bangkok ,Public,เรือคลองแสนแสบ,12-Sep-22,Person,"20,954",12,Sep,2022
